"itemID","systemSku","defaultCost","avgCost","discountable","tax","archived","itemType","serialized","description","modelYear","upc","ean","customSku","manufacturerSku","createTime","timeStamp","publishToEcom","categoryID","taxClassID","departmentID","itemMatrixID","manufacturerID","seasonID","defaultVendorID","ItemShops","Prices"
"382","210000000382","23.52","23.52","false","true","false","default","false","AdV Little Heart Peggy Dish","0","","","TBLTP- 10018","CPBPGG01","2015-10-05T16:24:14+00:00","2018-11-27T18:19:47+00:00","false","243","2","0","0","0","0","26","{""ItemShop"":[{""itemShopID"":""764"",""qoh"":""2"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2018-11-27T18:19:47+00:00"",""itemID"":""382"",""shopID"":""1""},{""itemShopID"":""765"",""qoh"":""2"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2017-12-27T22:23:51+00:00"",""itemID"":""382"",""shopID"":""0""}]}","{""ItemPrice"":[{""amount"":""78"",""useTypeID"":""1"",""useType"":""Default""},{""amount"":""0"",""useTypeID"":""2"",""useType"":""MSRP""}]}"
"383","210000000383","25.76","25.76","false","true","false","default","false","AdV JD Deep Beetle Saucer","0","","","TBLTP- 10019","SSCJHN11","2015-10-05T16:24:14+00:00","2018-11-27T18:20:26+00:00","false","243","2","0","0","0","0","26","{""ItemShop"":[{""itemShopID"":""766"",""qoh"":""2"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2018-11-27T18:20:25+00:00"",""itemID"":""383"",""shopID"":""1""},{""itemShopID"":""767"",""qoh"":""2"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2017-07-15T17:49:06+00:00"",""itemID"":""383"",""shopID"":""0""}]}","{""ItemPrice"":[{""amount"":""80"",""useTypeID"":""1"",""useType"":""Default""},{""amount"":""0"",""useTypeID"":""2"",""useType"":""MSRP""}]}"
"385","210000000385","29.12","29.12","false","true","false","default","false","AdV Adelaide Soup Plate | Small","0","","","TBLTP- 10021","ASCADL1","2015-10-05T16:24:15+00:00","2018-11-27T18:20:37+00:00","false","243","2","0","0","0","0","26","{""ItemShop"":[{""itemShopID"":""770"",""qoh"":""7"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2018-11-27T18:20:37+00:00"",""itemID"":""385"",""shopID"":""1""},{""itemShopID"":""771"",""qoh"":""7"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2018-07-30T18:41:57+00:00"",""itemID"":""385"",""shopID"":""0""}]}","{""ItemPrice"":[{""amount"":""80"",""useTypeID"":""1"",""useType"":""Default""},{""amount"":""0"",""useTypeID"":""2"",""useType"":""MSRP""}]}"
"386","210000000386","29.12","29.12","false","true","false","default","false","AdV JD Apple Saucer","0","","","TBLTP- 10022","SSCJHN4","2015-10-05T16:24:15+00:00","2018-11-27T18:20:52+00:00","false","243","2","0","0","0","0","26","{""ItemShop"":[{""itemShopID"":""772"",""qoh"":""4"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2018-11-27T18:20:51+00:00"",""itemID"":""386"",""shopID"":""1""},{""itemShopID"":""773"",""qoh"":""4"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2015-10-05T16:24:15+00:00"",""itemID"":""386"",""shopID"":""0""}]}","{""ItemPrice"":[{""amount"":""80"",""useTypeID"":""1"",""useType"":""Default""},{""amount"":""0"",""useTypeID"":""2"",""useType"":""MSRP""}]}"
"388","210000000388","31.36","0","false","true","false","default","false","AdV Simple Salad Bowl | Tiny","0","","","TBLTP- 10024","CPBSMP10","2015-10-05T16:24:15+00:00","2019-02-25T21:22:38+00:00","false","243","2","0","0","0","0","26","{""ItemShop"":[{""itemShopID"":""776"",""qoh"":""0"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2019-02-25T18:28:11+00:00"",""itemID"":""388"",""shopID"":""1""},{""itemShopID"":""777"",""qoh"":""0"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2019-02-25T18:28:11+00:00"",""itemID"":""388"",""shopID"":""0""}]}","{""ItemPrice"":[{""amount"":""80"",""useTypeID"":""1"",""useType"":""Default""},{""amount"":""0"",""useTypeID"":""2"",""useType"":""MSRP""}]}"
"390","210000000390","34.72","34.72","true","true","false","default","false","AdV Adelaide Coffee Cup","0","","","TBLTP- 10026","TSSADL1","2015-10-05T16:24:16+00:00","2018-07-30T18:41:48+00:00","false","243","2","0","0","0","0","26","{""ItemShop"":[{""itemShopID"":""780"",""qoh"":""2"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2018-07-30T18:41:48+00:00"",""itemID"":""390"",""shopID"":""1""},{""itemShopID"":""781"",""qoh"":""2"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2018-07-30T18:41:48+00:00"",""itemID"":""390"",""shopID"":""0""}]}","{""ItemPrice"":[{""amount"":""105"",""useTypeID"":""1"",""useType"":""Default""},{""amount"":""0"",""useTypeID"":""2"",""useType"":""MSRP""}]}"
"391","210000000391","28","28","false","true","false","default","false","AdV Simple Dinner Plate","0","","","TBLTP- 10027","ASPSMP3","2015-10-05T16:24:16+00:00","2018-11-27T20:09:40+00:00","false","243","2","0","0","0","0","26","{""ItemShop"":[{""itemShopID"":""782"",""qoh"":""11"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2018-11-27T20:09:40+00:00"",""itemID"":""391"",""shopID"":""1""},{""itemShopID"":""783"",""qoh"":""11"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2018-09-27T16:57:16+00:00"",""itemID"":""391"",""shopID"":""0""}]}","{""ItemPrice"":[{""amount"":""86"",""useTypeID"":""1"",""useType"":""Default""},{""amount"":""0"",""useTypeID"":""2"",""useType"":""MSRP""}]}"
"392","210000000392","28","28","false","true","false","default","false","AdV Grand Chalet Dinner Plate | Small","0","","","TBLTP- 10028","ASPGCH10","2015-10-05T16:24:17+00:00","2019-01-03T16:11:20+00:00","false","243","2","0","0","0","0","26","{""ItemShop"":[{""itemShopID"":""784"",""qoh"":""6"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2019-01-03T16:11:19+00:00"",""itemID"":""392"",""shopID"":""1""},{""itemShopID"":""785"",""qoh"":""6"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2015-10-05T16:24:17+00:00"",""itemID"":""392"",""shopID"":""0""}]}","{""ItemPrice"":[{""amount"":""90"",""useTypeID"":""1"",""useType"":""Default""},{""amount"":""0"",""useTypeID"":""2"",""useType"":""MSRP""}]}"
"393","210000000393","29.12","29.12","false","true","false","default","false","AdV JD Dragonfly Plate","0","","","TBLTP- 10029","ASCJHN2","2015-10-05T16:24:17+00:00","2018-11-27T20:10:18+00:00","false","243","2","0","0","0","0","26","{""ItemShop"":[{""itemShopID"":""786"",""qoh"":""1"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2019-03-21T20:55:34+00:00"",""itemID"":""393"",""shopID"":""1""},{""itemShopID"":""787"",""qoh"":""1"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2019-03-21T20:55:34+00:00"",""itemID"":""393"",""shopID"":""0""}]}","{""ItemPrice"":[{""amount"":""90"",""useTypeID"":""1"",""useType"":""Default""},{""amount"":""0"",""useTypeID"":""2"",""useType"":""MSRP""}]}"
"394","210000000394","29.12","29.12","false","true","false","default","false","AdV JD Ladybug Small Bowl","0","","","TBLTP- 10030","ASCJHN1","2015-10-05T16:24:17+00:00","2018-11-27T20:10:26+00:00","false","243","2","0","0","0","0","26","{""ItemShop"":[{""itemShopID"":""788"",""qoh"":""1"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2018-11-27T20:10:25+00:00"",""itemID"":""394"",""shopID"":""1""},{""itemShopID"":""789"",""qoh"":""1"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2018-03-24T19:22:37+00:00"",""itemID"":""394"",""shopID"":""0""}]}","{""ItemPrice"":[{""amount"":""90"",""useTypeID"":""1"",""useType"":""Default""},{""amount"":""0"",""useTypeID"":""2"",""useType"":""MSRP""}]}"
"396","210000000396","29.12","32.03","false","true","false","default","false","AdV Simple Small Bowl","0","","","TBLTP- 10032","CPBSMP0","2015-10-05T16:24:18+00:00","2019-02-21T20:23:44+00:00","false","243","2","0","0","0","0","26","{""ItemShop"":[{""itemShopID"":""792"",""qoh"":""6"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2019-02-25T18:28:12+00:00"",""itemID"":""396"",""shopID"":""1""},{""itemShopID"":""793"",""qoh"":""6"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2019-02-25T18:28:12+00:00"",""itemID"":""396"",""shopID"":""0""}]}","{""ItemPrice"":[{""amount"":""80"",""useTypeID"":""1"",""useType"":""Default""},{""amount"":""0"",""useTypeID"":""2"",""useType"":""MSRP""}]}"
"397","210000000397","32.48","33.751428571","false","true","false","default","false","AdV Adelaide Soup Plate | Medium","0","","","TBLTP- 10033","ASCADL2","2015-10-05T16:24:18+00:00","2018-11-27T20:10:31+00:00","false","243","2","0","0","0","0","26","{""ItemShop"":[{""itemShopID"":""794"",""qoh"":""12"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2019-01-06T18:53:48+00:00"",""itemID"":""397"",""shopID"":""1""},{""itemShopID"":""795"",""qoh"":""12"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2019-01-06T18:53:48+00:00"",""itemID"":""397"",""shopID"":""0""}]}","{""ItemPrice"":[{""amount"":""90"",""useTypeID"":""1"",""useType"":""Default""},{""amount"":""0"",""useTypeID"":""2"",""useType"":""MSRP""}]}"
"400","210000000400","31.36","31.36","false","true","false","default","false","AdV JD Blue Butterfly Plate","0","","","TBLTP- 10036","ASPJHN11","2015-10-05T16:24:19+00:00","2019-03-21T20:55:33+00:00","false","243","2","0","0","0","0","26","{""ItemShop"":[{""itemShopID"":""800"",""qoh"":""1"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2019-03-21T20:55:33+00:00"",""itemID"":""400"",""shopID"":""1""},{""itemShopID"":""801"",""qoh"":""1"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2019-03-21T20:55:33+00:00"",""itemID"":""400"",""shopID"":""0""}]}","{""ItemPrice"":[{""amount"":""92"",""useTypeID"":""1"",""useType"":""Default""},{""amount"":""0"",""useTypeID"":""2"",""useType"":""MSRP""}]}"
"402","210000000402","33.6","33.6","false","true","false","default","false","AdV JD Candleholder Dinner Plate","0","","","TBLTP- 10038","ASPJHN3","2015-10-05T16:24:19+00:00","2018-11-27T20:11:41+00:00","false","243","2","0","0","0","0","26","{""ItemShop"":[{""itemShopID"":""804"",""qoh"":""3"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2018-11-27T20:11:40+00:00"",""itemID"":""402"",""shopID"":""1""},{""itemShopID"":""805"",""qoh"":""3"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2016-10-07T16:44:55+00:00"",""itemID"":""402"",""shopID"":""0""}]}","{""ItemPrice"":[{""amount"":""92"",""useTypeID"":""1"",""useType"":""Default""},{""amount"":""0"",""useTypeID"":""2"",""useType"":""MSRP""}]}"
"403","210000000403","31.36","31.36","false","true","false","default","false","AdV Simple Bowl","0","","","TBLTP- 10039","CPBSMP1","2015-10-05T16:24:20+00:00","2018-11-27T20:10:36+00:00","false","243","2","0","0","0","0","26","{""ItemShop"":[{""itemShopID"":""806"",""qoh"":""4"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2018-11-27T20:10:36+00:00"",""itemID"":""403"",""shopID"":""1""},{""itemShopID"":""807"",""qoh"":""4"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2016-06-09T17:20:25+00:00"",""itemID"":""403"",""shopID"":""0""}]}","{""ItemPrice"":[{""amount"":""90"",""useTypeID"":""1"",""useType"":""Default""},{""amount"":""0"",""useTypeID"":""2"",""useType"":""MSRP""}]}"
"404","210000000404","31.36","31.36","false","true","false","default","false","AdV Grand Chalet Soup Plate","0","","","TBLTP- 10040","ASCGCH10","2015-10-05T16:24:20+00:00","2018-11-27T20:12:14+00:00","false","243","2","0","0","0","0","26","{""ItemShop"":[{""itemShopID"":""808"",""qoh"":""4"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2018-11-27T20:12:14+00:00"",""itemID"":""404"",""shopID"":""1""},{""itemShopID"":""809"",""qoh"":""4"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2017-12-16T20:34:03+00:00"",""itemID"":""404"",""shopID"":""0""}]}","{""ItemPrice"":[{""amount"":""95"",""useTypeID"":""1"",""useType"":""Default""},{""amount"":""0"",""useTypeID"":""2"",""useType"":""MSRP""}]}"
"405","210000000405","33.6","33.6","false","true","false","default","false","AdV Adelaide Side Plate","0","","","TBLTP- 10041","ASPADL1","2015-10-05T16:24:20+00:00","2018-11-27T18:21:12+00:00","false","243","2","0","0","0","0","26","{""ItemShop"":[{""itemShopID"":""810"",""qoh"":""3"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2018-11-27T18:21:12+00:00"",""itemID"":""405"",""shopID"":""1""},{""itemShopID"":""811"",""qoh"":""3"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2018-01-28T20:14:30+00:00"",""itemID"":""405"",""shopID"":""0""}]}","{""ItemPrice"":[{""amount"":""80"",""useTypeID"":""1"",""useType"":""Default""},{""amount"":""0"",""useTypeID"":""2"",""useType"":""MSRP""}]}"
"406","210000000406","34.72","34.72","false","true","false","default","false","AdV Adelaide Salad Bowl | Tiny","0","","","TBLTP- 10042","CPBADL0","2015-10-05T16:24:21+00:00","2018-11-27T20:12:19+00:00","false","243","2","0","0","0","0","26","{""ItemShop"":[{""itemShopID"":""812"",""qoh"":""1"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2018-11-27T20:12:19+00:00"",""itemID"":""406"",""shopID"":""1""},{""itemShopID"":""813"",""qoh"":""1"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2018-09-20T19:29:31+00:00"",""itemID"":""406"",""shopID"":""0""}]}","{""ItemPrice"":[{""amount"":""95"",""useTypeID"":""1"",""useType"":""Default""},{""amount"":""0"",""useTypeID"":""2"",""useType"":""MSRP""}]}"
"414","210000000414","39.2","39.2","true","true","false","default","false","AdV Grand Chalet Dinner Plate | Large","0","","","TBLTP- 10050","ASPGCH30","2015-10-05T16:24:23+00:00","2018-04-19T15:00:10+00:00","false","243","2","0","0","0","0","26","{""ItemShop"":[{""itemShopID"":""828"",""qoh"":""4"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2018-04-19T15:00:10+00:00"",""itemID"":""414"",""shopID"":""1""},{""itemShopID"":""829"",""qoh"":""4"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2017-12-16T20:34:02+00:00"",""itemID"":""414"",""shopID"":""0""}]}","{""ItemPrice"":[{""amount"":""105"",""useTypeID"":""1"",""useType"":""Default""},{""amount"":""0"",""useTypeID"":""2"",""useType"":""MSRP""}]}"
"415","210000000415","42.56","42.56","true","true","false","default","false","AdV JD Fork Platter","0","","","TBLTP- 10051","PLTJHN01","2015-10-05T16:24:23+00:00","2018-04-19T15:11:04+00:00","false","243","2","0","0","0","0","26","{""ItemShop"":[{""itemShopID"":""830"",""qoh"":""2"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2018-04-19T15:11:04+00:00"",""itemID"":""415"",""shopID"":""1""},{""itemShopID"":""831"",""qoh"":""2"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2018-04-11T14:38:35+00:00"",""itemID"":""415"",""shopID"":""0""}]}","{""ItemPrice"":[{""amount"":""110"",""useTypeID"":""1"",""useType"":""Default""},{""amount"":""0"",""useTypeID"":""2"",""useType"":""MSRP""}]}"
"416","210000000416","42.56","42.56","true","true","false","default","false","AdV JD Knife Platter","0","","","TBLTP- 10052","PLTJHN02","2015-10-05T16:24:24+00:00","2018-07-30T18:49:42+00:00","false","243","2","0","0","0","0","26","{""ItemShop"":[{""itemShopID"":""832"",""qoh"":""2"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2018-07-30T18:49:42+00:00"",""itemID"":""416"",""shopID"":""1""},{""itemShopID"":""833"",""qoh"":""2"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2018-07-30T18:49:42+00:00"",""itemID"":""416"",""shopID"":""0""}]}","{""ItemPrice"":[{""amount"":""110"",""useTypeID"":""1"",""useType"":""Default""},{""amount"":""0"",""useTypeID"":""2"",""useType"":""MSRP""}]}"
"417","210000000417","42.56","42.56","true","true","false","default","false","AdV JD Spoon Platter","0","","","TBLTP- 10053","PLTJHN03","2015-10-05T16:24:24+00:00","2018-04-19T15:20:46+00:00","false","243","2","0","0","0","0","26","{""ItemShop"":[{""itemShopID"":""834"",""qoh"":""1"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2018-07-30T18:49:39+00:00"",""itemID"":""417"",""shopID"":""1""},{""itemShopID"":""835"",""qoh"":""1"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2018-07-30T18:49:39+00:00"",""itemID"":""417"",""shopID"":""0""}]}","{""ItemPrice"":[{""amount"":""110"",""useTypeID"":""1"",""useType"":""Default""},{""amount"":""0"",""useTypeID"":""2"",""useType"":""MSRP""}]}"
"418","210000000418","51.52","51.52","true","true","false","default","false","AdV Adelaide Deep Platter | Medium","0","","","TBLTP- 10054","PLTADL2","2015-10-05T16:24:24+00:00","2018-12-05T21:19:19+00:00","false","243","2","0","0","0","0","33","{""ItemShop"":[{""itemShopID"":""836"",""qoh"":""2"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2018-05-21T15:38:11+00:00"",""itemID"":""418"",""shopID"":""1""},{""itemShopID"":""837"",""qoh"":""2"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2017-11-24T16:54:52+00:00"",""itemID"":""418"",""shopID"":""0""}]}","{""ItemPrice"":[{""amount"":""125"",""useTypeID"":""1"",""useType"":""Default""},{""amount"":""0"",""useTypeID"":""2"",""useType"":""MSRP""}]}"
"419","210000000419","40.58","38.08","true","true","false","default","false","AdV Simple Chocolate Cup","0","","","TBLTP- 10055","TSSSMP3","2015-10-05T16:24:25+00:00","2018-09-27T14:35:10+00:00","false","243","2","0","0","0","0","26","{""ItemShop"":[{""itemShopID"":""838"",""qoh"":""4"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2018-09-27T14:35:10+00:00"",""itemID"":""419"",""shopID"":""1""},{""itemShopID"":""839"",""qoh"":""4"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2018-09-27T14:35:10+00:00"",""itemID"":""419"",""shopID"":""0""}]}","{""ItemPrice"":[{""amount"":""115"",""useTypeID"":""1"",""useType"":""Default""},{""amount"":""0"",""useTypeID"":""2"",""useType"":""MSRP""}]}"
"420","210000000420","38.08","38.08","true","true","false","default","false","AdV Simple Mug","0","","","TBLTP- 10056","TSSSMP4","2015-10-05T16:24:25+00:00","2019-01-06T18:53:48+00:00","false","121","2","0","0","0","0","26","{""ItemShop"":[{""itemShopID"":""840"",""qoh"":""1"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2019-01-06T18:53:48+00:00"",""itemID"":""420"",""shopID"":""1""},{""itemShopID"":""841"",""qoh"":""1"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2019-01-06T18:53:48+00:00"",""itemID"":""420"",""shopID"":""0""}]}","{""ItemPrice"":[{""amount"":""114"",""useTypeID"":""1"",""useType"":""Default""},{""amount"":""0"",""useTypeID"":""2"",""useType"":""MSRP""}]}"
"423","210000000423","44.8","44.8","true","true","false","default","false","AdV JD 2 Beetles Mug","0","","","TBLTP- 10059","TSSJHN23","2015-10-05T16:24:26+00:00","2018-07-21T15:05:59+00:00","false","243","2","0","0","0","0","26","{""ItemShop"":[{""itemShopID"":""846"",""qoh"":""1"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2018-07-21T15:05:59+00:00"",""itemID"":""423"",""shopID"":""1""},{""itemShopID"":""847"",""qoh"":""1"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2018-07-21T15:05:59+00:00"",""itemID"":""423"",""shopID"":""0""}]}","{""ItemPrice"":[{""amount"":""120"",""useTypeID"":""1"",""useType"":""Default""},{""amount"":""0"",""useTypeID"":""2"",""useType"":""MSRP""}]}"
"424","210000000424","44.8","44.8","true","true","false","default","false","AdV JD 4 Leaf Clover Mug","0","","","TBLTP- 10060","TSSJHN19","2015-10-05T16:24:26+00:00","2018-07-25T19:21:36+00:00","false","243","2","0","0","0","0","26","{""ItemShop"":[{""itemShopID"":""848"",""qoh"":""1"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2018-07-25T19:21:36+00:00"",""itemID"":""424"",""shopID"":""1""},{""itemShopID"":""849"",""qoh"":""1"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2018-07-25T19:21:36+00:00"",""itemID"":""424"",""shopID"":""0""}]}","{""ItemPrice"":[{""amount"":""120"",""useTypeID"":""1"",""useType"":""Default""},{""amount"":""0"",""useTypeID"":""2"",""useType"":""MSRP""}]}"
"425","210000000425","44.8","44.8","true","true","false","default","false","AdV JD Black Clover Mug","0","","","TBLTP- 10061","TSSJHN28","2015-10-05T16:24:26+00:00","2018-04-19T15:06:17+00:00","false","243","2","0","0","0","0","26","{""ItemShop"":[{""itemShopID"":""850"",""qoh"":""4"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2018-04-19T15:06:17+00:00"",""itemID"":""425"",""shopID"":""1""},{""itemShopID"":""851"",""qoh"":""4"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2016-03-15T15:44:31+00:00"",""itemID"":""425"",""shopID"":""0""}]}","{""ItemPrice"":[{""amount"":""120"",""useTypeID"":""1"",""useType"":""Default""},{""amount"":""0"",""useTypeID"":""2"",""useType"":""MSRP""}]}"
"426","210000000426","44.8","44.8","true","true","false","default","false","AdV JD Dragonfly Mug","0","","","TBLTP- 10062","TSSJHN20","2015-10-05T16:24:27+00:00","2018-04-19T15:09:26+00:00","false","243","2","0","0","0","0","26","{""ItemShop"":[{""itemShopID"":""852"",""qoh"":""3"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2018-04-19T15:09:26+00:00"",""itemID"":""426"",""shopID"":""1""},{""itemShopID"":""853"",""qoh"":""3"",""backorder"":""0"",""componentQoh"":""0"",""componentBackorder"":""0"",""reorderPoint"":""0"",""reorderLevel"":""0"",""timeStamp"":""2017-03-19T18:50:24+00:00"",""itemID"":""426"",""shopID"":""0""}]}","{""ItemPrice"":[{""amount"":""120"",""useTypeID"":""1"",""useType"":""Default""},{""amount"":""0"",""useTypeID"":""2"",""useType"":""MSRP""}]}"
